service_id,customer_id,vehicle_id,dealer_id,service_date,service_type,service_cost,customer_satisfaction_score
12057,2426,101,12,2025-09-29,Repair,5089000,5
12058,2426,101,12,2024-03-21,Periodic,1859000,4
12059,3190,108,45,2025-09-09,Periodic,1449000,3
12060,3190,108,45,2024-10-06,Repair,2992000,5
12061,3190,108,45,2025-05-25,Periodic,695000,3
12062,5161,122,93,2023-01-28,Periodic,1557000,4
12063,5161,122,93,2022-11-08,Warranty,455000,5
12064,4452,125,89,2022-04-22,Repair,2095000,4
12065,4452,125,89,2022-01-25,Repair,7883000,3
12066,4452,125,89,2021-02-21,Periodic,1326000,4
12067,4328,139,25,2024-06-28,Repair,6508000,4
12068,4328,139,25,2021-08-26,Periodic,1835000,4
12069,4328,139,25,2024-04-24,Repair,6081000,1
12070,3197,138,72,2025-07-04,Periodic,1222000,5
12071,4501,136,10,2021-07-11,Periodic,1190000,3
12072,4501,136,10,2021-12-07,Periodic,1414000,3
12073,4815,155,22,2024-05-26,Repair,3283000,3
12074,4815,155,22,2025-11-20,Periodic,1869000,2
12075,4815,155,22,2024-02-14,Repair,3843000,4
12076,2620,131,66,2023-09-30,Repair,4372000,4
12077,1622,136,6,2025-03-20,Body & Paint,5892000,5
12078,1622,136,6,2024-08-18,Periodic,909000,5
12079,1001,110,26,2021-09-25,Periodic,2113000,3
12080,1001,110,26,2023-06-05,Repair,4716000,1
12081,1001,110,26,2021-10-02,Periodic,2177000,5
12082,2409,121,102,2021-09-26,Periodic,1898000,5
12083,2408,122,68,2024-02-13,Body & Paint,11314000,4
12084,3134,132,32,2024-08-18,Repair,1743000,1
12085,5090,115,74,2022-11-21,Repair,4437000,5
12086,5090,115,74,2023-01-25,Warranty,429000,5
12087,5090,115,74,2022-08-05,Periodic,2124000,4
12088,3286,115,28,2025-06-15,Repair,7029000,5
12089,3401,181,8,2025-06-20,Repair,7805000,3
12090,1656,132,19,2025-06-04,Periodic,2010000,2
12091,1489,110,71,2025-09-28,Periodic,2063000,5
12092,4022,114,115,2025-08-07,Repair,1549000,2
12093,1517,115,117,2025-12-19,Repair,4070000,5
12094,1177,132,69,2024-07-13,Periodic,658000,4
12095,3307,113,13,2024-12-11,Repair,7293000,4
12096,3307,113,13,2023-03-16,Body & Paint,2152000,5
12097,1268,124,14,2021-11-18,Repair,2692000,5
12098,2484,117,38,2024-09-02,Periodic,661000,3
12099,4752,115,96,2023-04-16,Periodic,1139000,2
12100,1380,116,68,2024-07-28,Periodic,1489000,5
12101,1380,116,68,2023-10-01,Warranty,154000,5
12102,1380,116,68,2025-05-05,Repair,6275000,4
12103,4265,109,61,2024-05-09,Repair,7074000,4
12104,3775,104,68,2023-02-26,Periodic,1552000,5
12105,3775,104,68,2022-10-23,Body & Paint,5580000,5
12106,5040,139,69,2024-11-14,Periodic,1567000,5
12107,5040,139,69,2024-10-03,Warranty,168000,4
12108,5040,139,69,2024-07-18,Periodic,1678000,5
12109,1590,105,92,2025-03-24,Body & Paint,4002000,3
12110,1590,105,92,2025-06-29,Periodic,2099000,5
12111,3030,115,90,2021-10-05,Periodic,918000,5
12112,3030,115,90,2022-03-17,Periodic,1359000,4
12113,1992,121,16,2025-04-22,Periodic,838000,3
12114,2658,132,14,2025-11-24,Periodic,927000,4
12115,2658,132,14,2023-09-27,Repair,4049000,2
12116,2993,165,63,2025-09-27,Repair,7350000,4
12117,2993,165,63,2025-08-10,Repair,4138000,5
12118,5438,103,86,2025-07-31,Periodic,1872000,5
12119,3784,108,80,2023-12-31,Warranty,452000,4
12120,3784,108,80,2025-02-20,Periodic,1159000,3
12121,3784,108,80,2023-06-28,Periodic,1140000,3
12122,2192,146,78,2023-06-30,Body & Paint,9195000,3
12123,2192,146,78,2022-06-30,Body & Paint,4537000,4
12124,2192,146,78,2023-09-15,Periodic,1595000,4
12125,5450,131,83,2025-02-28,Warranty,345000,4
12126,5450,131,83,2024-09-19,Periodic,717000,5
12127,2386,105,34,2022-10-04,Periodic,1086000,2
12128,2386,105,34,2025-03-10,Repair,4585000,4
12129,1910,136,41,2020-11-24,Periodic,1868000,4
12130,1910,136,41,2022-09-08,Periodic,938000,5
12131,1910,136,41,2023-05-25,Repair,5386000,4
12132,2095,111,47,2023-01-28,Warranty,270000,5
12133,4251,112,60,2023-10-12,Periodic,1486000,5
12134,1236,132,22,2023-07-21,Repair,6449000,5
12135,1236,132,22,2023-10-09,Periodic,1895000,1
12136,2099,147,100,2024-06-24,Periodic,991000,5
12137,2099,147,100,2024-09-23,Periodic,1328000,4
12138,2861,112,31,2022-05-19,Periodic,1738000,5
12139,2861,112,31,2022-10-15,Periodic,844000,5
12140,1489,120,5,2023-01-13,Periodic,1772000,4
12141,1489,120,5,2022-07-15,Periodic,1051000,4
12142,2934,124,41,2025-08-11,Warranty,64000,4
12143,2934,124,41,2025-07-25,Periodic,1117000,3
12144,3768,109,53,2025-08-06,Periodic,981000,5
12145,3156,108,57,2024-10-02,Periodic,987000,4
12146,2481,124,31,2024-04-29,Periodic,1715000,3
12147,4972,106,30,2025-01-25,Periodic,1923000,5
12148,4972,106,30,2025-02-23,Periodic,1518000,3
12149,4972,106,30,2022-04-20,Warranty,381000,4
12150,1386,134,91,2024-05-18,Periodic,1585000,4
12151,1386,134,91,2023-07-03,Repair,7220000,5
12152,1386,134,91,2025-09-28,Periodic,617000,5
12153,4879,102,63,2021-12-26,Periodic,926000,3
12154,4879,102,63,2021-06-30,Warranty,56000,4
12155,4045,102,113,2023-10-06,Repair,4441000,1
12156,4045,102,113,2023-03-18,Repair,2780000,5
12157,4045,102,113,2021-09-13,Body & Paint,5018000,4
12158,4359,136,52,2023-10-22,Repair,3161000,2
12159,4359,136,52,2025-05-12,Periodic,641000,4
12160,4359,136,52,2024-10-13,Body & Paint,3772000,5
12161,1119,108,23,2024-02-28,Repair,4971000,3
12162,1119,108,23,2023-09-24,Periodic,988000,4
12163,3463,107,35,2025-07-11,Periodic,1252000,4
12164,4578,114,6,2025-06-17,Periodic,1815000,4
12165,4578,114,6,2025-05-28,Periodic,1161000,5
12166,4578,114,6,2025-01-04,Warranty,202000,3
12167,4853,173,2,2024-02-28,Repair,7253000,5
12168,4853,173,2,2025-05-14,Periodic,770000,5
12169,4670,109,107,2025-01-23,Repair,7470000,5
12170,4670,109,107,2025-07-20,Repair,2349000,5
12171,5107,132,112,2024-04-06,Repair,3800000,5
12172,5107,132,112,2022-11-07,Warranty,372000,3
12173,4989,110,60,2022-06-15,Periodic,1329000,5
12174,2678,104,50,2023-02-12,Warranty,112000,3
12175,5489,102,114,2023-09-25,Periodic,982000,5
12176,3276,162,61,2021-11-22,Periodic,1854000,2
12177,1673,123,66,2025-12-12,Periodic,2126000,5
12178,1673,123,66,2024-08-23,Periodic,715000,2
12179,1673,123,66,2024-05-30,Periodic,924000,2
12180,4416,127,99,2023-06-30,Repair,6709000,5
12181,4416,127,99,2025-12-24,Periodic,1277000,3
12182,4416,127,99,2024-09-28,Periodic,800000,2
12183,4809,109,101,2024-12-18,Repair,5874000,5
12184,4809,109,101,2022-09-19,Periodic,1969000,5
12185,2008,103,41,2025-05-04,Body & Paint,8667000,3
12186,2151,101,38,2025-11-18,Periodic,2049000,5
12187,4037,110,13,2021-09-03,Periodic,779000,3
12188,4037,110,13,2022-01-25,Periodic,1213000,5
12189,3121,138,100,2025-03-04,Periodic,1150000,5
12190,3121,138,100,2025-09-04,Repair,7695000,5
12191,4121,128,21,2025-06-17,Warranty,462000,4
12192,4121,128,21,2025-12-23,Periodic,1132000,4
12193,4121,128,21,2024-09-10,Periodic,1185000,5
12194,5417,119,91,2025-12-25,Periodic,1210000,4
12195,5417,119,91,2024-11-08,Warranty,10000,4
12196,2416,107,5,2024-09-27,Periodic,805000,3
12197,4542,143,85,2022-05-11,Periodic,1603000,5
12198,4542,143,85,2022-11-14,Periodic,2013000,5
12199,4059,171,62,2024-04-19,Periodic,1622000,3
12200,4059,171,62,2024-11-05,Body & Paint,8761000,4
12201,2978,164,34,2022-09-17,Warranty,332000,4
12202,1434,124,3,2023-10-23,Warranty,188000,4
12203,2089,137,43,2024-02-20,Body & Paint,9185000,5
12204,1673,104,77,2025-01-10,Periodic,1195000,4
12205,1673,104,77,2024-06-09,Periodic,1539000,4
12206,1136,114,18,2024-04-14,Repair,7113000,4
12207,5422,101,29,2025-12-05,Warranty,399000,2
12208,4678,105,22,2022-06-06,Warranty,46000,1
12209,4678,105,22,2023-06-08,Repair,2908000,3
12210,4678,105,22,2023-10-26,Periodic,1515000,5
12211,3191,142,51,2023-11-05,Periodic,745000,4
12212,4003,103,11,2025-10-24,Repair,1673000,4
12213,4286,104,43,2024-09-04,Periodic,829000,4
12214,4286,104,43,2024-06-23,Warranty,353000,5
12215,4780,104,84,2024-11-24,Warranty,383000,3
12216,4780,104,84,2024-03-15,Periodic,2129000,4
12217,4780,104,84,2025-02-07,Periodic,2044000,5
12218,4815,113,76,2025-12-04,Repair,2617000,4
12219,4815,113,76,2023-11-17,Repair,7665000,4
12220,4645,169,4,2025-12-07,Body & Paint,3927000,5
12221,3153,134,55,2023-07-14,Periodic,1358000,4
12222,3153,134,55,2024-02-20,Periodic,910000,4
12223,4962,130,82,2025-05-18,Periodic,1465000,5
12224,2153,101,43,2024-04-07,Periodic,1264000,4
12225,2153,101,43,2024-05-14,Body & Paint,2625000,4
12226,5047,120,87,2023-08-20,Periodic,1828000,2
12227,5047,120,87,2025-12-15,Periodic,1864000,5
12228,5047,120,87,2023-12-09,Periodic,1922000,4
12229,3294,115,106,2024-12-30,Periodic,1729000,4
12230,3294,115,106,2025-07-06,Periodic,617000,4
12231,4838,101,23,2025-11-28,Periodic,699000,3
12232,4506,128,44,2024-11-01,Periodic,1933000,3
12233,4506,128,44,2025-05-08,Periodic,1022000,5
12234,4506,128,44,2024-12-06,Periodic,1204000,4
12235,5280,110,1,2025-04-30,Periodic,818000,2
12236,5280,110,1,2025-06-25,Periodic,681000,4
12237,4934,145,120,2025-04-23,Body & Paint,4674000,5
12238,4934,145,120,2025-11-21,Periodic,808000,1
12239,3269,179,76,2024-02-04,Warranty,321000,5
12240,5489,123,107,2025-04-02,Periodic,1083000,5
12241,5489,123,107,2024-04-16,Periodic,745000,5
12242,5489,123,107,2025-12-01,Periodic,1687000,4
12243,1789,114,21,2023-12-06,Warranty,104000,2
12244,1789,114,21,2024-01-30,Periodic,726000,4
12245,1789,114,21,2023-06-17,Repair,5467000,5
12246,3874,150,77,2025-04-09,Repair,6068000,4
12247,3874,150,77,2023-02-25,Periodic,753000,3
12248,2032,118,114,2023-10-19,Repair,4901000,5
12249,2032,118,114,2023-07-22,Periodic,724000,5
12250,4520,138,114,2024-06-21,Repair,6247000,4
12251,4520,138,114,2025-03-24,Warranty,56000,4
12252,4520,138,114,2024-10-31,Periodic,1721000,4
12253,2568,137,28,2023-12-28,Periodic,767000,5
12254,2568,137,28,2024-10-27,Periodic,1530000,5
12255,5377,132,57,2024-06-12,Periodic,971000,4
12256,3325,116,102,2023-05-10,Repair,6182000,4
12257,3486,129,35,2025-11-13,Body & Paint,6252000,5
12258,4387,125,117,2025-10-10,Periodic,969000,3
12259,4387,125,117,2025-08-10,Repair,5478000,4
12260,4557,101,27,2025-03-24,Periodic,2097000,5
12261,4557,101,27,2023-10-09,Periodic,1356000,5
12262,4885,109,36,2023-03-15,Repair,7785000,4
12263,4885,109,36,2023-01-16,Periodic,630000,5
12264,4405,122,82,2022-02-20,Periodic,1012000,5
12265,4405,122,82,2023-11-09,Periodic,1272000,1
12266,4405,122,82,2021-08-25,Repair,5901000,5
12267,2207,173,29,2023-12-25,Repair,3429000,5
12268,1693,110,110,2025-11-11,Repair,6964000,2
12269,1693,110,110,2023-07-05,Periodic,877000,3
12270,2771,112,34,2023-02-15,Periodic,1439000,3
12271,2771,112,34,2024-04-12,Periodic,1784000,2
12272,2771,112,34,2024-04-23,Repair,5031000,5
12273,1401,127,8,2024-11-17,Warranty,452000,4
12274,1401,127,8,2023-12-13,Warranty,61000,5
12275,1923,113,40,2023-12-15,Repair,3114000,3
12276,1923,113,40,2024-04-09,Periodic,2145000,3
12277,1923,113,40,2024-11-17,Repair,5234000,4
12278,1626,159,101,2025-03-17,Periodic,1568000,4
12279,4251,136,70,2025-03-17,Periodic,1858000,3
12280,3879,127,59,2023-05-07,Periodic,752000,5
12281,3879,127,59,2021-08-21,Repair,5658000,4
12282,3879,127,59,2022-02-23,Periodic,1198000,4
12283,4729,124,51,2025-06-18,Periodic,1074000,5
12284,5161,134,105,2024-11-05,Body & Paint,9855000,4
12285,4166,106,39,2024-01-02,Periodic,725000,5
12286,4166,106,39,2023-04-10,Periodic,1902000,4
12287,2851,113,66,2025-07-14,Periodic,1177000,4
12288,4065,175,59,2025-06-06,Warranty,9000,3
12289,4065,175,59,2025-07-29,Periodic,895000,5
12290,4065,175,59,2025-12-17,Repair,2765000,4
12291,1663,130,72,2024-11-11,Periodic,1738000,5
12292,5081,122,80,2023-12-14,Repair,5051000,2
12293,5081,122,80,2024-11-11,Periodic,1907000,5
12294,3338,132,31,2021-04-26,Warranty,339000,5
12295,4047,184,118,2025-07-18,Periodic,633000,1
12296,4762,106,92,2023-10-19,Warranty,353000,5
12297,4762,106,92,2021-03-10,Body & Paint,5946000,5
12298,4762,106,92,2021-05-08,Repair,5958000,1
12299,2429,106,100,2021-08-25,Repair,6734000,3
12300,2429,106,100,2024-02-16,Periodic,1296000,3
12301,4296,112,87,2025-04-05,Periodic,1968000,3
12302,5183,107,83,2025-08-12,Warranty,310000,5
12303,5183,107,83,2025-02-23,Periodic,1898000,5
12304,3058,105,31,2025-04-19,Periodic,1268000,2
12305,3058,105,31,2024-12-11,Periodic,1020000,5
12306,3984,127,28,2022-03-01,Repair,1668000,2
12307,3984,127,28,2022-08-05,Repair,1750000,4
12308,3984,127,28,2023-06-15,Periodic,1946000,2
12309,4869,112,78,2025-06-27,Periodic,1846000,4
12310,3644,104,87,2023-12-30,Repair,2874000,3
12311,3644,104,87,2025-01-25,Warranty,180000,4
12312,5305,168,14,2025-02-02,Repair,5706000,5
12313,5305,168,14,2023-03-11,Repair,5036000,5
12314,4617,134,76,2024-07-11,Periodic,1687000,4
12315,3149,131,46,2024-03-17,Periodic,1486000,3
12316,3926,157,17,2025-06-23,Periodic,2063000,5
12317,4225,101,101,2025-07-29,Periodic,1882000,5
12318,4216,105,48,2023-07-26,Body & Paint,5271000,5
12319,3484,144,93,2025-02-11,Periodic,1700000,5
12320,3418,160,70,2025-09-24,Periodic,2128000,3
12321,1404,102,3,2023-04-03,Repair,2882000,5
12322,1404,102,3,2025-10-27,Periodic,1433000,3
12323,1404,102,3,2024-06-22,Repair,4557000,5
12324,4514,103,95,2025-06-30,Periodic,1631000,5
12325,4514,103,95,2024-12-20,Periodic,2059000,5
12326,2062,118,31,2022-12-16,Periodic,2156000,5
12327,2062,118,31,2022-07-16,Warranty,40000,5
12328,1843,132,117,2024-11-22,Periodic,1311000,5
12329,1843,132,117,2024-06-05,Periodic,2059000,2
12330,4429,115,112,2022-08-15,Periodic,1053000,5
12331,4429,115,112,2024-07-06,Repair,7103000,3
12332,4429,115,112,2024-12-02,Repair,1819000,5
12333,1431,110,106,2021-01-12,Warranty,262000,5
12334,1431,110,106,2022-03-04,Periodic,1643000,5
12335,1431,110,106,2022-03-30,Periodic,1067000,5
12336,1375,130,57,2025-01-05,Periodic,1704000,5
12337,5420,144,106,2023-04-07,Periodic,911000,5
12338,5420,144,106,2022-03-18,Repair,4682000,5
12339,5420,144,106,2022-11-06,Periodic,1826000,5
12340,2277,106,29,2024-11-29,Body & Paint,9742000,5
12341,1929,106,117,2025-12-05,Periodic,1981000,2
12342,1960,112,39,2024-01-23,Periodic,2112000,5
12343,5398,125,68,2024-08-05,Repair,2214000,4
12344,5398,125,68,2023-12-31,Warranty,418000,4
12345,4020,119,115,2024-02-13,Repair,2369000,4
12346,4020,119,115,2023-11-14,Periodic,1459000,4
12347,5035,130,72,2023-10-29,Periodic,2176000,5
12348,1935,110,77,2024-12-22,Periodic,1903000,5
12349,1356,116,69,2023-12-19,Periodic,1734000,2
12350,1356,116,69,2025-08-12,Warranty,61000,4
12351,1356,116,69,2024-04-21,Repair,4379000,4
12352,3145,140,30,2025-11-05,Repair,4978000,5
12353,3145,140,30,2025-05-05,Periodic,1726000,2
12354,4607,116,37,2024-05-04,Repair,5002000,4
12355,1271,127,49,2024-02-22,Periodic,1868000,2
12356,1271,127,49,2024-04-27,Repair,3031000,3
12357,1271,127,49,2024-07-03,Periodic,879000,5
12358,5214,126,61,2024-08-31,Repair,5487000,2
12359,4188,141,78,2024-10-29,Repair,2608000,3
12360,2573,124,28,2025-11-10,Periodic,665000,5
12361,3675,135,18,2023-09-24,Repair,1885000,5
12362,3675,135,18,2021-09-13,Periodic,1609000,5
12363,1325,105,116,2022-09-30,Warranty,419000,4
12364,1325,105,116,2025-01-01,Periodic,1761000,5
12365,1285,139,21,2025-02-28,Repair,5680000,4
12366,4716,156,105,2023-11-12,Periodic,2178000,3
12367,4716,156,105,2024-10-03,Body & Paint,4671000,4
12368,2330,110,50,2021-06-09,Periodic,1770000,5
12369,2330,110,50,2021-05-04,Periodic,658000,5
12370,2330,110,50,2023-07-10,Periodic,1254000,5
12371,1488,121,103,2021-07-19,Repair,3045000,4
12372,1488,121,103,2022-02-15,Periodic,664000,4
12373,1488,121,103,2021-03-04,Periodic,1228000,4
12374,2607,127,96,2024-10-14,Periodic,1997000,4
12375,2607,127,96,2024-03-20,Periodic,783000,2
12376,2607,127,96,2024-12-02,Periodic,1373000,5
12377,1940,112,111,2025-07-14,Warranty,21000,5
12378,1920,165,1,2024-11-08,Periodic,650000,4
12379,2038,127,24,2025-02-02,Periodic,1923000,2
12380,2038,127,24,2025-02-21,Repair,4705000,4
12381,1404,104,48,2025-11-06,Body & Paint,5396000,2
12382,1404,104,48,2024-07-27,Periodic,955000,5
12383,3203,141,87,2024-08-28,Periodic,1555000,5
12384,3203,141,87,2024-11-01,Periodic,1235000,4
12385,3203,141,87,2024-08-11,Periodic,1972000,4
12386,1925,180,100,2024-10-01,Periodic,1799000,4
12387,4322,146,46,2024-11-27,Periodic,864000,2
12388,4322,146,46,2024-08-12,Repair,7273000,2
12389,4322,146,46,2024-05-25,Repair,3235000,4
12390,2278,117,115,2025-01-26,Repair,6961000,5
12391,2186,118,86,2025-01-11,Periodic,1379000,5
12392,2186,118,86,2024-07-10,Periodic,1413000,5
12393,2324,114,81,2024-05-05,Body & Paint,2553000,4
12394,2324,114,81,2025-05-21,Body & Paint,3608000,4
12395,2204,106,85,2021-07-21,Periodic,1509000,4
12396,2698,113,70,2023-05-22,Body & Paint,8460000,5
12397,2698,113,70,2023-03-18,Periodic,1855000,3
12398,4819,111,21,2022-11-23,Periodic,885000,4
12399,4819,111,21,2023-07-25,Warranty,277000,4
12400,3946,121,83,2025-08-12,Periodic,1290000,5
12401,5152,103,106,2025-02-01,Periodic,1387000,4
12402,3872,134,80,2024-01-06,Periodic,1308000,3
12403,3872,134,80,2023-12-17,Periodic,1583000,3
12404,3872,134,80,2023-08-04,Repair,6793000,5
12405,3494,110,50,2024-12-26,Repair,6227000,4
12406,3494,110,50,2025-03-15,Periodic,1070000,5
12407,2178,127,52,2024-05-14,Periodic,1739000,4
12408,2178,127,52,2023-05-31,Periodic,642000,4
12409,2178,127,52,2025-06-06,Periodic,1570000,2
12410,2923,109,52,2022-07-13,Periodic,1139000,5
12411,2923,109,52,2023-05-30,Repair,7301000,4
12412,1392,114,43,2025-07-07,Periodic,1621000,3
12413,2246,106,70,2022-12-20,Periodic,937000,3
12414,4056,127,44,2024-09-10,Warranty,396000,5
12415,4056,127,44,2024-12-11,Periodic,1272000,5
12416,1332,113,15,2025-08-05,Periodic,1723000,5
12417,1332,113,15,2024-01-29,Body & Paint,4613000,1
12418,1332,113,15,2025-01-11,Repair,6063000,5
12419,4158,177,79,2023-08-19,Periodic,986000,4
12420,4158,177,79,2025-11-23,Repair,5766000,3
12421,1351,134,33,2024-04-15,Repair,4787000,5
12422,1351,134,33,2024-05-18,Repair,1796000,4
12423,2425,108,113,2024-05-18,Warranty,339000,5
12424,5190,114,39,2023-01-11,Periodic,1340000,5
12425,5190,114,39,2023-05-22,Periodic,1523000,3
12426,1190,126,91,2025-04-19,Periodic,1784000,5
12427,1401,151,35,2024-04-25,Periodic,1815000,2
12428,2258,104,88,2023-06-25,Repair,3745000,4
12429,1768,107,113,2024-11-16,Repair,5792000,3
12430,3317,121,73,2023-12-05,Repair,7386000,5
12431,3317,121,73,2024-02-29,Periodic,1468000,4
12432,2804,133,29,2024-04-30,Periodic,937000,4
12433,2804,133,29,2022-11-01,Periodic,1830000,5
12434,4529,118,78,2025-05-17,Periodic,2190000,5
12435,2654,101,76,2025-12-27,Periodic,1482000,5
12436,3086,167,111,2024-11-17,Periodic,968000,4
12437,1506,176,119,2021-11-28,Periodic,1708000,4
12438,2855,181,35,2023-08-24,Periodic,720000,4
12439,4665,124,113,2024-11-11,Periodic,1904000,4
12440,3970,120,70,2024-02-28,Body & Paint,11209000,4
12441,4639,110,70,2025-04-05,Periodic,1598000,5
12442,2139,119,102,2025-03-15,Repair,4660000,5
12443,2139,119,102,2024-02-17,Periodic,1225000,3
12444,1871,103,43,2022-09-19,Periodic,1214000,4
12445,1871,103,43,2023-12-29,Warranty,492000,3
12446,3430,141,95,2025-06-25,Body & Paint,5384000,5
12447,1295,118,53,2024-01-20,Repair,4268000,5
12448,1295,118,53,2023-03-23,Periodic,1417000,5
12449,1295,118,53,2024-07-08,Body & Paint,10861000,4
12450,3163,141,2,2025-09-30,Repair,6661000,3
12451,2900,130,18,2021-03-25,Periodic,1727000,4
12452,2172,110,34,2023-10-11,Periodic,619000,5
12453,3143,129,57,2025-07-21,Periodic,1920000,4
12454,3143,129,57,2024-05-05,Body & Paint,7261000,4
12455,3143,129,57,2024-12-13,Periodic,1926000,5
12456,4754,116,91,2025-02-15,Periodic,1339000,3
12457,3074,102,60,2025-08-09,Periodic,1839000,3
12458,3074,102,60,2023-08-14,Periodic,2134000,4
12459,3074,102,60,2023-04-13,Repair,3874000,4
12460,3051,127,98,2021-09-24,Warranty,498000,4
12461,2916,138,57,2025-08-12,Repair,3284000,5
12462,5392,136,104,2025-06-24,Periodic,2062000,5
12463,5392,136,104,2023-12-27,Body & Paint,5946000,3
12464,3583,134,55,2024-04-24,Periodic,648000,4
12465,1849,130,105,2022-05-10,Periodic,814000,4
12466,1849,130,105,2021-09-29,Body & Paint,7907000,3
12467,1936,128,28,2025-09-25,Repair,6650000,4
12468,5089,114,15,2024-02-22,Repair,5812000,3
12469,4380,104,103,2025-07-18,Periodic,2018000,5
12470,1580,104,107,2025-08-22,Periodic,1680000,5
12471,1580,104,107,2025-10-31,Periodic,887000,2
12472,4673,162,66,2024-03-24,Periodic,993000,5
12473,4673,162,66,2023-09-14,Repair,5620000,4
12474,1100,136,43,2024-12-31,Periodic,1586000,4
12475,4694,131,3,2023-12-23,Repair,7849000,4
12476,4694,131,3,2025-01-09,Periodic,1226000,4
12477,2905,114,34,2025-12-29,Periodic,1367000,2
12478,2905,114,34,2025-12-28,Periodic,1906000,5
12479,3067,139,7,2023-05-20,Repair,6147000,4
12480,4540,147,81,2024-11-02,Warranty,189000,5
12481,4162,110,86,2025-10-29,Warranty,156000,4
12482,4162,110,86,2024-11-12,Periodic,1413000,3
12483,1703,124,116,2025-06-27,Warranty,138000,3
12484,3440,119,54,2024-09-18,Periodic,1296000,3
12485,1225,167,111,2023-08-22,Periodic,1396000,4
12486,1225,167,111,2023-08-28,Repair,2407000,3
12487,3895,128,107,2023-11-28,Periodic,960000,4
12488,5343,120,90,2022-07-11,Body & Paint,11598000,5
12489,5343,120,90,2023-07-14,Periodic,1486000,5
12490,5343,120,90,2023-11-14,Periodic,1582000,4
12491,5349,162,112,2022-12-23,Repair,1554000,4
12492,5349,162,112,2023-06-07,Repair,3507000,3
12493,2460,112,72,2025-07-08,Periodic,1941000,5
12494,1709,146,97,2023-02-05,Periodic,1174000,5
12495,3607,108,50,2025-02-13,Body & Paint,2221000,4
12496,5210,108,111,2025-03-07,Repair,6456000,5
12497,5210,108,111,2024-06-07,Periodic,706000,5
12498,2827,138,77,2022-03-09,Warranty,397000,3
12499,2118,108,13,2024-04-03,Repair,4498000,5
12500,3154,164,109,2025-03-20,Body & Paint,10220000,4
12501,3154,164,109,2023-07-11,Periodic,675000,4
12502,3154,164,109,2025-07-24,Repair,6070000,4
12503,2431,117,87,2025-07-15,Repair,6490000,4
12504,2431,117,87,2025-04-07,Repair,3403000,4
12505,1206,104,31,2024-12-23,Repair,4540000,5
12506,5188,153,69,2025-04-24,Warranty,18000,5
12507,1557,107,85,2025-10-02,Periodic,1195000,5
12508,3780,129,63,2024-11-15,Repair,5720000,4
12509,1874,150,103,2025-10-06,Repair,2435000,4
12510,1874,150,103,2024-08-15,Repair,6386000,5
12511,4908,113,117,2023-09-11,Periodic,2047000,5
12512,4908,113,117,2023-08-27,Repair,1932000,3
12513,2710,111,25,2023-09-09,Repair,5578000,3
12514,4125,131,38,2021-11-07,Repair,2847000,5
12515,4125,131,38,2020-10-13,Repair,7035000,5
12516,4125,131,38,2022-04-01,Periodic,1834000,5
12517,1231,117,102,2025-04-28,Periodic,1909000,4
12518,3533,156,106,2023-03-30,Periodic,1484000,5
12519,3533,156,106,2023-08-18,Periodic,751000,3
12520,4757,102,24,2023-05-09,Repair,6549000,3
12521,2644,153,26,2021-11-12,Repair,5334000,3
12522,2644,153,26,2023-12-03,Repair,2556000,5
12523,2163,114,69,2025-05-15,Periodic,1631000,3
12524,2163,114,69,2025-10-03,Repair,1754000,4
12525,4382,125,27,2024-04-13,Periodic,1445000,3
12526,4382,125,27,2021-11-04,Periodic,1214000,4
12527,2651,107,10,2025-10-09,Periodic,1967000,3
12528,4422,113,106,2023-07-25,Repair,4542000,4
12529,3954,122,108,2024-10-22,Periodic,703000,5
12530,3954,122,108,2023-08-26,Body & Paint,10326000,4
12531,3954,122,108,2024-11-11,Periodic,927000,5
12532,4667,104,87,2025-10-08,Repair,5589000,4
12533,4667,104,87,2023-08-05,Periodic,1441000,3
12534,4749,109,84,2025-02-02,Periodic,1547000,5
12535,4749,109,84,2023-08-03,Warranty,449000,1
12536,4749,109,84,2023-03-11,Warranty,392000,4
12537,1449,107,64,2023-11-27,Periodic,782000,1
12538,1449,107,64,2022-05-23,Warranty,376000,3
12539,2458,174,96,2025-10-10,Repair,2915000,1
12540,1093,135,63,2021-11-17,Periodic,966000,5
12541,1093,135,63,2022-07-24,Periodic,615000,1
12542,3638,131,49,2023-11-26,Repair,7852000,5
12543,1476,125,55,2023-04-28,Repair,3687000,5
12544,1476,125,55,2024-01-01,Periodic,647000,4
12545,2721,109,90,2024-05-02,Body & Paint,6065000,4
12546,2721,109,90,2025-12-31,Repair,5737000,3
12547,2721,109,90,2024-05-19,Repair,6300000,4
12548,4570,125,93,2025-12-22,Periodic,1514000,4
12549,1436,139,71,2023-03-27,Repair,2672000,3
12550,4552,142,52,2025-01-24,Periodic,1542000,4
12551,3863,105,81,2021-10-13,Repair,5405000,4
12552,3863,105,81,2024-01-28,Periodic,1726000,5
12553,3863,105,81,2022-03-09,Periodic,1660000,4
12554,1091,138,2,2023-01-12,Warranty,428000,3
12555,4996,153,82,2024-07-31,Periodic,2149000,5
12556,4996,153,82,2023-10-07,Periodic,1084000,5
12557,4996,153,82,2024-10-31,Periodic,2113000,4
12558,5453,113,117,2024-06-14,Body & Paint,4314000,5
12559,2241,129,109,2025-09-15,Body & Paint,4594000,5
12560,1020,121,47,2025-10-01,Periodic,2006000,5
