financing_id,transaction_id,financing_company,down_payment,loan_amount,tenor_months,interest_rate,installment_amount
13914,507475,Maybank Finance,239700000,492900000,60,7.47,11283000
13915,507476,Mandiri Tunas Finance,139600000,555482000,48,7.46,15025000
13916,507478,Maybank Finance,99700000,237185000,24,6.65,11197000
13917,507479,Astra Credit,65800000,262760000,36,3.84,8139000
13918,507483,Mandiri Tunas Finance,64900000,216485000,48,7.63,5886000
13919,507484,Adira Finance,250700000,583354000,60,6.12,12697000
13920,507486,FIFGROUP,47100000,143043000,60,7.11,3231000
13921,507487,FIFGROUP,84300000,219951000,24,5.86,10238000
13922,507489,Adira Finance,822400000,1924406000,24,4.93,88089000
13923,507490,Maybank Finance,64900000,174527000,60,6.75,3890000
13924,507492,BFI Finance,989900000,3429565000,48,3.87,82509000
13925,507495,Maybank Finance,122700000,383016000,48,9.08,10877000
13926,507497,Astra Credit,134400000,307713000,36,6.40,10188000
13927,507498,Adira Finance,86300000,335611000,24,5.99,15659000
13928,507499,Mandiri Tunas Finance,111200000,278188000,24,5.71,12914000
13929,507500,Astra Credit,212300000,605881000,36,5.02,19364000
13930,507502,Astra Credit,106200000,353007000,48,7.25,9487000
13931,507503,BFI Finance,118600000,242483000,48,6.08,6280000
13932,507505,Maybank Finance,70500000,236304000,24,7.87,11395000
13933,507507,BCA Finance,248800000,552398000,24,7.49,26464000
13934,507508,Maybank Finance,150700000,447146000,12,5.22,39207000
13935,507512,Mandiri Tunas Finance,61200000,230175000,60,5.70,4929000
13936,507513,Maybank Finance,85000000,223358000,12,7.07,19929000
13937,507516,Mandiri Tunas Finance,451500000,1272774000,36,5.74,41442000
13938,507518,Adira Finance,148500000,340233000,60,4.66,6991000
13939,507521,Adira Finance,141200000,297694000,48,8.55,8323000
13940,507523,Astra Credit,107700000,223302000,36,4.33,7008000
13941,507524,Maybank Finance,68000000,155887000,24,8.58,7609000
13942,507526,BCA Finance,100300000,223931000,24,7.97,10817000
13943,507527,Adira Finance,165400000,308237000,24,4.57,14017000
13944,507528,Mandiri Tunas Finance,132900000,256599000,60,4.01,5134000
13945,507530,BFI Finance,93900000,223671000,48,5.92,5763000
13946,507531,Astra Credit,138300000,460212000,36,6.75,15372000
13947,507532,Astra Credit,67000000,249905000,12,4.57,21777000
13948,507536,Mandiri Tunas Finance,84700000,215000000,36,7.75,7360000
13949,507537,Mandiri Tunas Finance,61400000,203557000,60,8.24,4790000
13950,507540,Maybank Finance,83100000,218709000,48,8.24,6058000
13951,507542,FIFGROUP,119100000,228663000,48,6.47,5996000
13952,507544,Maybank Finance,174800000,647377000,48,4.06,15677000
13953,507545,BFI Finance,95300000,326278000,24,4.77,14891000
13954,507546,FIFGROUP,100700000,383482000,36,9.18,13585000
13955,507547,Astra Credit,148800000,279438000,48,6.33,7295000
13956,507548,Astra Credit,60300000,137169000,60,8.41,3247000
13957,507550,Maybank Finance,84700000,224657000,24,5.08,10311000
13958,507551,FIFGROUP,1180400000,3768535000,60,7.14,85231000
13959,507552,Astra Credit,177300000,613908000,60,8.70,14682000
13960,507555,Astra Credit,39300000,153285000,12,8.28,13831000
13961,507556,Adira Finance,100000000,219347000,36,5.13,7030000
13962,507557,BCA Finance,160300000,334094000,12,4.54,29105000
13963,507558,Adira Finance,71400000,133173000,36,5.72,4334000
13964,507563,BFI Finance,63100000,247589000,48,9.41,7099000
13965,507565,Astra Credit,123900000,270927000,36,5.43,8751000
13966,507566,BCA Finance,61100000,232606000,36,5.66,7558000
13967,507567,Adira Finance,142800000,271341000,12,6.27,24029000
13968,507571,BFI Finance,187600000,518027000,48,9.48,14884000
13969,507572,Mandiri Tunas Finance,48000000,141366000,48,8.51,3947000
13970,507573,BFI Finance,657600000,1371813000,60,4.21,27676000
13971,507574,BFI Finance,92600000,307777000,36,7.79,10547000
13972,507575,Astra Credit,92700000,275043000,48,7.84,7527000
13973,507576,Maybank Finance,100100000,206038000,24,8.34,10016000
13974,507577,BCA Finance,43700000,142336000,48,7.57,3863000
13975,507578,Astra Credit,38000000,140710000,24,6.13,6581000
13976,507580,Astra Credit,109200000,212700000,24,9.47,10541000
13977,507581,Astra Credit,50700000,130674000,48,4.20,3179000
13978,507582,Adira Finance,133400000,280075000,24,3.65,12521000
13979,507584,BCA Finance,63800000,252772000,12,5.86,22298000
13980,507585,Maybank Finance,139200000,480069000,24,4.27,21711000
13981,507586,Maybank Finance,73300000,247490000,60,5.26,5209000
13982,507588,BFI Finance,180000000,528624000,48,7.97,14523000
13983,507589,Adira Finance,196600000,516464000,12,4.56,45001000
13984,507591,Astra Credit,154100000,517228000,60,6.70,11508000
13985,507592,Mandiri Tunas Finance,106700000,267037000,60,7.43,6104000
13986,507594,Maybank Finance,247500000,571569000,48,5.15,14360000
13987,507595,Astra Credit,81900000,206589000,60,3.76,4090000
13988,507596,Astra Credit,118100000,280945000,60,3.70,5548000
13989,507597,Mandiri Tunas Finance,88300000,332501000,12,5.64,29271000
13990,507598,FIFGROUP,115900000,225980000,60,6.80,5046000
13991,507599,Adira Finance,40500000,153861000,36,5.15,4934000
13992,507603,BFI Finance,139000000,451631000,24,9.37,22344000
13993,507605,Mandiri Tunas Finance,146200000,327881000,48,7.63,8915000
13994,507606,Adira Finance,203700000,607932000,24,5.51,28121000
13995,507607,BCA Finance,144300000,534132000,12,9.40,48695000
13996,507609,Maybank Finance,120300000,375315000,24,5.98,17508000
13997,507610,Astra Credit,228300000,494754000,12,6.29,43822000
13998,507611,BCA Finance,105300000,204612000,60,6.05,4441000
13999,507614,BFI Finance,57200000,150592000,12,6.55,13371000
14000,507615,Maybank Finance,91900000,236882000,24,4.68,10793000
14001,507617,BCA Finance,53600000,150862000,60,3.99,3015000
14002,507620,FIFGROUP,141200000,269833000,36,4.14,8426000
14003,507621,Adira Finance,72200000,253363000,24,8.75,12404000
14004,507622,Adira Finance,172100000,541741000,12,6.31,47993000
14005,507623,FIFGROUP,169900000,349247000,24,8.89,17139000
14006,507624,BFI Finance,45700000,173525000,48,7.33,4675000
14007,507625,Astra Credit,55900000,173870000,12,8.79,15762000
14008,507627,Adira Finance,68400000,150048000,12,9.14,13646000
14009,507628,Adira Finance,79900000,181505000,24,3.94,8158000
14010,507629,FIFGROUP,65300000,194995000,48,8.59,5458000
14011,507630,Adira Finance,70200000,204636000,36,5.21,6572000
14012,507631,Astra Credit,132300000,376302000,36,4.52,11870000
14013,507632,Mandiri Tunas Finance,208300000,400535000,60,6.46,8831000
14014,507633,Maybank Finance,67900000,126572000,12,6.01,11181000
14015,507634,FIFGROUP,61000000,128255000,24,8.17,6217000
14016,507635,FIFGROUP,980600000,2272588000,24,5.14,104425000
14017,507636,Adira Finance,216200000,417166000,48,6.89,11086000
14018,507642,BFI Finance,183800000,630163000,60,4.71,12976000
14019,507643,Astra Credit,78900000,252990000,24,8.27,12284000
14020,507645,Adira Finance,103600000,311318000,36,7.32,10546000
14021,507646,BCA Finance,64700000,126442000,48,9.15,3598000
14022,507647,Adira Finance,81400000,274466000,60,7.57,6305000
14023,507649,BFI Finance,229800000,444747000,48,4.95,11100000
14024,507650,BCA Finance,65100000,124710000,24,7.51,5976000
14025,507652,Maybank Finance,108700000,302333000,60,6.85,6764000
14026,507653,BFI Finance,66400000,157931000,36,3.70,4873000
14027,507655,Adira Finance,101000000,216238000,36,4.66,6846000
14028,507656,Adira Finance,50700000,121572000,36,6.94,4080000
14029,507657,Astra Credit,226300000,481991000,36,7.36,16344000
14030,507658,BCA Finance,220200000,628950000,60,3.63,12385000
14031,507661,Mandiri Tunas Finance,92400000,207300000,24,4.03,9333000
14032,507662,Astra Credit,65200000,209414000,60,6.96,4704000
14033,507663,Mandiri Tunas Finance,221500000,443945000,48,6.03,11479000
14034,507664,Mandiri Tunas Finance,230800000,486371000,48,5.06,12183000
14035,507665,FIFGROUP,47900000,184090000,48,5.88,4737000
14036,507666,FIFGROUP,139900000,267359000,12,4.80,23349000
14037,507667,BCA Finance,67100000,145354000,24,8.22,7052000
14038,507669,Mandiri Tunas Finance,170600000,320908000,60,6.30,7033000
14039,507673,BCA Finance,64400000,122635000,12,8.07,11044000
14040,507674,Adira Finance,78800000,181606000,48,7.98,4991000
14041,507676,Maybank Finance,101100000,201486000,24,6.22,9439000
14042,507680,Maybank Finance,130700000,275671000,12,4.52,24010000
14043,507684,Mandiri Tunas Finance,96700000,322214000,60,5.16,6755000
14044,507686,FIFGROUP,121600000,360917000,48,8.90,10195000
14045,507687,Mandiri Tunas Finance,541600000,1270031000,36,8.60,44380000
14046,507688,Mandiri Tunas Finance,124400000,291073000,12,6.15,25747000
14047,507689,BFI Finance,144400000,308369000,48,7.00,8223000
14048,507691,Maybank Finance,84400000,183665000,36,7.00,6173000
14049,507692,Adira Finance,135700000,274001000,60,7.62,6306000
14050,507693,Adira Finance,76400000,237619000,48,7.89,6512000
14051,507694,Astra Credit,279200000,728125000,60,3.55,14289000
14052,507695,Mandiri Tunas Finance,87000000,211923000,48,8.41,5900000
14053,507696,Maybank Finance,55900000,205616000,36,6.10,6756000
14054,507697,BFI Finance,61300000,162698000,60,7.41,3716000
14055,507698,FIFGROUP,64900000,159653000,36,7.76,5467000
14056,507699,BFI Finance,170300000,460180000,36,8.36,15988000
14057,507701,Maybank Finance,72200000,149023000,60,3.64,2935000
14058,507702,Maybank Finance,76200000,213177000,60,8.85,5125000
14059,507703,BFI Finance,140400000,283065000,48,5.21,7126000
14060,507706,Adira Finance,107800000,389147000,24,5.11,17871000
14061,507707,BFI Finance,183500000,415456000,12,4.98,36345000
14062,507708,BFI Finance,154600000,299723000,24,8.82,14691000
14063,507710,Astra Credit,98600000,203098000,12,7.08,18123000
14064,507711,FIFGROUP,287100000,635199000,48,5.01,15885000
14065,507713,Astra Credit,91400000,323740000,24,4.27,14641000
14066,507714,Mandiri Tunas Finance,92400000,206523000,60,4.62,4237000
14067,507715,BFI Finance,39500000,139099000,12,6.44,12338000
14068,507716,BFI Finance,60700000,185609000,12,6.86,16528000
14069,507717,FIFGROUP,57000000,137361000,36,6.81,4595000
14070,507720,Maybank Finance,89500000,232178000,36,7.03,7809000
14071,507721,FIFGROUP,92800000,223217000,24,7.16,10632000
14072,507722,BFI Finance,125500000,293747000,24,5.45,13573000
14073,507723,Maybank Finance,131800000,280454000,36,9.08,9912000
14074,507724,FIFGROUP,97100000,219139000,60,3.69,4326000
14075,507726,Mandiri Tunas Finance,83700000,197352000,24,6.38,9272000
14076,507727,Maybank Finance,96400000,224501000,36,5.44,7253000
14077,507731,BCA Finance,45900000,148128000,24,8.08,7169000
14078,507732,BFI Finance,103200000,198165000,48,3.65,4731000
14079,507734,Maybank Finance,93700000,371945000,24,8.89,18253000
14080,507735,Mandiri Tunas Finance,150400000,524147000,24,6.09,24499000
14081,507737,BCA Finance,96200000,209605000,60,4.76,4324000
14082,507738,Mandiri Tunas Finance,86300000,166114000,24,6.29,7792000
14083,507741,BFI Finance,103100000,202594000,48,9.34,5797000
14084,507742,BCA Finance,140200000,532682000,12,6.05,47075000
14085,507744,BFI Finance,55300000,205328000,48,8.45,5723000
14086,507745,FIFGROUP,52300000,123524000,48,8.05,3402000
14087,507746,BFI Finance,107100000,385518000,60,6.91,8645000
14088,507747,Mandiri Tunas Finance,121000000,265613000,48,9.36,7605000
14089,507748,Maybank Finance,70600000,191360000,36,9.31,6800000
14090,507751,Adira Finance,92800000,235760000,48,6.84,6255000
14091,507752,Maybank Finance,93300000,221163000,60,4.40,4496000
14092,507754,Adira Finance,93400000,200972000,60,4.16,4046000
14093,507755,BFI Finance,47200000,138947000,12,6.64,12347000
14094,507756,Maybank Finance,50100000,129387000,12,6.63,11497000
14095,507759,Maybank Finance,76500000,192231000,48,7.03,5130000
14096,507761,FIFGROUP,519000000,1599435000,48,8.23,44291000
14097,507763,Adira Finance,388300000,1394027000,24,5.47,64438000
14098,507764,Mandiri Tunas Finance,66100000,227384000,24,6.94,10789000
14099,507765,Astra Credit,192400000,663521000,24,5.59,30737000
14100,507766,BCA Finance,73600000,225101000,36,6.80,7528000
14101,507767,FIFGROUP,100800000,356298000,24,8.03,17229000
14102,507768,Maybank Finance,253300000,573761000,48,8.05,15802000
14103,507769,BCA Finance,283100000,655738000,36,3.59,20176000
14104,507770,Maybank Finance,321800000,1035175000,60,4.65,21264000
14105,507772,BFI Finance,57600000,218679000,60,8.17,5133000
14106,507774,FIFGROUP,56800000,202829000,60,8.55,4825000
14107,507775,Mandiri Tunas Finance,231700000,595028000,36,7.56,20277000
14108,507776,BFI Finance,136700000,350368000,36,6.75,11703000
14109,507778,Maybank Finance,223700000,463723000,12,7.23,41437000
14110,507780,FIFGROUP,457900000,993092000,60,4.49,20267000
14111,507781,BCA Finance,62300000,246724000,60,4.97,5133000
14112,507782,BFI Finance,151900000,530861000,60,6.56,11749000
14113,507783,Astra Credit,97600000,293009000,48,6.50,7691000
14114,507785,Mandiri Tunas Finance,160800000,334704000,48,5.25,8437000
14115,507786,Maybank Finance,104500000,221507000,60,5.63,4731000
14116,507787,BFI Finance,90700000,217325000,12,7.53,19474000
14117,507788,Mandiri Tunas Finance,116100000,220341000,60,7.45,5040000
14118,507790,BCA Finance,63900000,125910000,12,7.58,11287000
14119,507791,Mandiri Tunas Finance,188800000,655466000,48,6.29,17091000
14120,507792,Maybank Finance,171200000,616567000,48,7.28,16585000
14121,507793,FIFGROUP,105000000,382845000,24,4.08,17253000
14122,507795,Astra Credit,114200000,233341000,36,7.04,7850000
14123,507797,BFI Finance,96900000,298260000,12,4.80,26048000
14124,507799,Maybank Finance,76800000,228117000,12,7.05,20349000
14125,507800,Maybank Finance,97300000,215942000,24,6.39,10147000
14126,507801,Astra Credit,49900000,140909000,12,5.49,12387000
14127,507802,BFI Finance,58800000,197055000,24,6.29,9243000
14128,507803,Adira Finance,110200000,222245000,12,6.71,19763000
14129,507806,Maybank Finance,311800000,1052057000,60,3.63,20716000
14130,507808,Maybank Finance,47500000,152633000,60,4.58,3126000
14131,507809,Adira Finance,482500000,1126889000,60,7.26,25599000
14132,507810,Astra Credit,60300000,127956000,60,8.21,3008000
14133,507812,Mandiri Tunas Finance,101700000,331866000,60,9.31,8105000
14134,507813,BFI Finance,198900000,402831000,36,5.73,13113000
14135,507815,Astra Credit,464500000,1338473000,48,8.17,36997000
14136,507816,Maybank Finance,89700000,228759000,24,5.77,10631000
14137,507820,BCA Finance,51700000,200159000,36,3.91,6212000
14138,507822,Astra Credit,93200000,176863000,60,4.22,3569000
14139,507823,BCA Finance,183500000,502924000,48,6.10,13034000
14140,507824,Maybank Finance,178700000,563002000,48,4.61,13892000
14141,507825,Adira Finance,59900000,138235000,12,8.79,12532000
14142,507826,Astra Credit,176800000,389744000,48,7.22,10464000
14143,507829,Maybank Finance,59800000,148658000,48,9.43,4265000
14144,507831,Astra Credit,248900000,510229000,12,5.48,44849000
14145,507832,Maybank Finance,316700000,966682000,36,9.27,34319000
14146,507837,FIFGROUP,74200000,225167000,48,9.03,6385000
14147,507839,FIFGROUP,36800000,143464000,60,5.71,3073000
14148,507840,Mandiri Tunas Finance,770000000,2680435000,36,7.60,91432000
14149,507843,Adira Finance,108300000,240684000,12,7.18,21497000
14150,507846,BFI Finance,61800000,185175000,24,7.58,8885000
14151,507847,Mandiri Tunas Finance,83700000,221772000,12,9.08,20159000
14152,507848,BCA Finance,105300000,239688000,60,5.85,5163000
14153,507849,FIFGROUP,90100000,349127000,48,6.08,9042000
14154,507851,Adira Finance,60400000,233084000,12,7.65,20909000
14155,507852,BCA Finance,120500000,314398000,48,5.07,7878000
14156,507853,Maybank Finance,94300000,210839000,12,8.62,19084000
14157,507856,FIFGROUP,128200000,310361000,48,8.81,8744000
14158,507857,Adira Finance,167000000,467365000,60,3.78,9261000
14159,507858,Mandiri Tunas Finance,79200000,211065000,36,8.53,7363000
14160,507859,BCA Finance,306500000,843682000,48,9.13,23995000
14161,507860,Maybank Finance,65600000,227773000,48,9.40,6529000
14162,507861,Adira Finance,87900000,331569000,48,5.30,8372000
14163,507862,Adira Finance,48100000,155474000,24,5.75,7223000
14164,507863,FIFGROUP,45300000,160161000,48,7.14,4289000
14165,507864,BFI Finance,43200000,165813000,24,9.13,8170000
14166,507866,Maybank Finance,59000000,183091000,24,6.22,8577000
14167,507867,BFI Finance,110900000,338983000,12,8.72,30711000
14168,507868,BCA Finance,84400000,245825000,60,6.79,5488000
14169,507869,BFI Finance,173000000,679258000,24,8.69,33221000
14170,507870,Mandiri Tunas Finance,66100000,149018000,36,7.73,5099000
14171,507872,Astra Credit,115500000,378894000,12,5.10,33184000
14172,507873,BCA Finance,305800000,1178159000,60,4.96,24505000
14173,507874,Astra Credit,266900000,664612000,24,8.63,32471000
14174,507877,Adira Finance,233500000,599555000,36,8.38,20841000
14175,507878,BCA Finance,179500000,418013000,60,9.33,10216000
14176,507880,Adira Finance,69600000,137193000,48,4.00,3315000
14177,507881,Adira Finance,232400000,592552000,48,7.10,15850000
14178,507882,Adira Finance,207100000,513845000,12,5.43,45145000
14179,507884,FIFGROUP,155400000,296148000,48,6.67,7815000
14180,507885,Adira Finance,398800000,1296392000,60,5.59,27645000
14181,507886,Mandiri Tunas Finance,228300000,583443000,24,7.11,27767000
14182,507888,FIFGROUP,59200000,129944000,36,6.78,4343000
14183,507889,BCA Finance,113100000,380628000,60,7.51,8725000
14184,507891,BFI Finance,124200000,281949000,12,4.94,24656000
14185,507892,Maybank Finance,192300000,518100000,48,8.29,14372000
14186,507894,BFI Finance,176100000,642192000,24,8.28,31189000
14187,507895,Astra Credit,139400000,317698000,12,9.13,28891000
14188,507896,Maybank Finance,98100000,331692000,60,9.10,8043000
14189,507898,Maybank Finance,50200000,132173000,12,3.80,11432000
14190,507899,BCA Finance,254400000,928305000,48,7.93,25474000
14191,507900,BFI Finance,73400000,208984000,36,8.21,7234000
14192,507905,BFI Finance,102100000,368207000,36,4.50,11608000
14193,507906,BCA Finance,84200000,160777000,36,8.16,5559000
14194,507908,Maybank Finance,126900000,279360000,12,6.20,24723000
14195,507909,FIFGROUP,164700000,421824000,24,4.87,19287000
14196,507910,FIFGROUP,278500000,537461000,24,6.01,25085000
14197,507911,Mandiri Tunas Finance,67700000,234886000,60,8.61,5600000
14198,507912,Maybank Finance,85800000,328785000,12,8.05,29604000
14199,507913,Adira Finance,106100000,374086000,24,9.08,18417000
14200,507914,FIFGROUP,93000000,267972000,24,9.28,13237000
14201,507915,Maybank Finance,103100000,208921000,60,6.17,4556000
14202,507916,FIFGROUP,77000000,147109000,24,8.21,7136000
14203,507918,Mandiri Tunas Finance,265500000,598857000,24,9.30,29593000
14204,507919,Maybank Finance,64000000,244802000,60,5.95,5293000
14205,507921,FIFGROUP,149000000,581047000,60,4.37,11800000
14206,507922,BFI Finance,109300000,218816000,48,7.46,5918000
14207,507923,Maybank Finance,114200000,307156000,48,6.20,7986000
14208,507925,Astra Credit,160800000,610095000,48,4.28,14886000
14209,507926,BCA Finance,83200000,329609000,12,5.41,28953000
14210,507928,Maybank Finance,268600000,522830000,48,5.62,13340000
14211,507929,FIFGROUP,78300000,185214000,36,3.83,5735000
14212,507931,BFI Finance,190200000,460593000,24,8.99,22641000
14213,507932,BFI Finance,174200000,642427000,48,8.30,17827000
14214,507933,BCA Finance,94600000,227189000,60,4.86,4706000
14215,507934,Maybank Finance,131700000,301311000,60,5.69,6450000
14216,507935,Adira Finance,123800000,316759000,36,7.95,10897000
14217,507938,FIFGROUP,399700000,769796000,12,9.48,70231000
14218,507939,FIFGROUP,67500000,192906000,36,7.49,6562000
14219,507942,Maybank Finance,76000000,210047000,48,4.60,5181000
14220,507943,Maybank Finance,168400000,523796000,48,4.68,12955000
14221,507945,Adira Finance,96000000,234780000,12,8.07,21143000
14222,507946,BCA Finance,64100000,223834000,36,9.10,7915000
14223,507947,Maybank Finance,179600000,652012000,60,8.85,15675000
14224,507950,BFI Finance,70700000,242653000,60,5.78,5212000
14225,507951,Mandiri Tunas Finance,72700000,239321000,60,8.19,5622000
14226,507953,BFI Finance,60700000,153974000,24,6.88,7298000
14227,507954,BCA Finance,174500000,600169000,60,8.37,14188000
14228,507955,Astra Credit,191100000,641400000,60,8.64,15308000
14229,507956,FIFGROUP,200700000,606048000,24,6.46,28514000
14230,507957,Maybank Finance,91900000,294269000,12,3.68,25424000
14231,507961,Maybank Finance,100400000,222721000,48,9.16,6340000
14232,507962,Adira Finance,113800000,316880000,12,3.97,27455000
14233,507966,BFI Finance,199400000,452281000,24,6.45,21276000
14234,507967,Maybank Finance,65500000,129860000,60,9.28,3168000
14235,507968,Adira Finance,87600000,221313000,12,7.02,19737000
14236,507971,BFI Finance,252200000,562429000,36,7.91,19330000
14237,507974,Astra Credit,214400000,468916000,36,3.69,14467000
14238,507975,Astra Credit,102200000,195946000,12,5.94,17298000
14239,507977,Astra Credit,162300000,551208000,24,5.18,25346000
14240,507978,BCA Finance,60400000,129965000,24,5.11,5968000
14241,507980,BCA Finance,219100000,614399000,36,8.42,21377000
14242,507981,FIFGROUP,68800000,202484000,24,4.66,9223000
14243,507984,BCA Finance,110300000,351682000,60,5.13,7364000
14244,507989,BCA Finance,96600000,258156000,48,5.16,6488000
14245,507990,FIFGROUP,156200000,446086000,60,8.10,10445000
14246,507992,BCA Finance,239800000,491690000,48,6.97,13099000
14247,507993,Mandiri Tunas Finance,97600000,357278000,24,7.88,17232000
14248,507996,BCA Finance,195000000,592656000,36,9.10,20956000
14249,507997,Adira Finance,267700000,553367000,48,5.61,14115000
14250,507998,FIFGROUP,166400000,315895000,36,5.52,10227000
14251,508001,BFI Finance,75400000,237287000,48,7.50,6426000
14252,508002,FIFGROUP,60500000,134083000,36,5.96,4390000
14253,508003,Mandiri Tunas Finance,184600000,620372000,36,6.15,20411000
14254,508004,Astra Credit,288800000,558241000,36,7.12,18818000
14255,508005,Mandiri Tunas Finance,79300000,198200000,48,4.73,4910000
14256,508006,BFI Finance,138100000,301904000,36,5.53,9777000
14257,508007,Maybank Finance,117300000,336135000,12,4.34,29226000
14258,508009,Adira Finance,36300000,134529000,48,8.79,3788000
14259,508012,Adira Finance,48900000,148125000,48,6.64,3905000
14260,508013,Astra Credit,69600000,198798000,60,4.10,3992000
14261,508015,Maybank Finance,110700000,320979000,48,6.34,8382000
14262,508021,BCA Finance,152600000,302167000,48,6.77,7999000
14263,508023,Mandiri Tunas Finance,80300000,230611000,60,7.08,5204000
14264,508025,Astra Credit,78900000,224019000,36,7.41,7606000
14265,508026,BCA Finance,50700000,128010000,60,4.64,2628000
14266,508027,BFI Finance,384500000,992455000,48,6.52,26068000
14267,508028,BFI Finance,288700000,540914000,48,3.58,12882000
14268,508029,FIFGROUP,72900000,208041000,48,7.20,5582000
14269,508031,FIFGROUP,73100000,194632000,24,7.49,9324000
14270,508032,FIFGROUP,135700000,280550000,36,6.65,9347000
14271,508033,Maybank Finance,90800000,267730000,36,7.01,9000000
14272,508036,Mandiri Tunas Finance,169400000,322108000,36,8.56,11245000
14273,508038,Adira Finance,69900000,148659000,24,7.86,7167000
14274,508039,BFI Finance,64400000,252949000,12,4.34,21993000
14275,508043,Adira Finance,286100000,1042903000,48,6.16,27080000
14276,508044,Mandiri Tunas Finance,98800000,304685000,24,7.82,14680000
14277,508045,FIFGROUP,208300000,639407000,60,6.34,14034000
14278,508046,Astra Credit,76000000,177302000,12,8.43,16020000
14279,508047,FIFGROUP,318200000,1069966000,48,8.14,29548000
14280,508048,Maybank Finance,149800000,292535000,36,7.34,9915000
14281,508049,FIFGROUP,190900000,612851000,12,9.37,55856000
14282,508051,BFI Finance,68700000,247650000,48,6.22,6443000
14283,508053,FIFGROUP,74900000,274750000,48,5.70,7029000
14284,508054,Maybank Finance,62000000,231262000,60,8.31,5455000
14285,508055,Adira Finance,243100000,583406000,48,4.07,14133000
14286,508056,FIFGROUP,113800000,216425000,60,6.65,4806000
14287,508057,FIFGROUP,96200000,221038000,48,4.17,5373000
14288,508058,Mandiri Tunas Finance,88300000,237263000,36,7.30,8033000
14289,508060,BFI Finance,74200000,245924000,36,5.32,7921000
14290,508061,Mandiri Tunas Finance,107000000,301258000,36,6.63,10032000
14291,508063,Astra Credit,247500000,759048000,48,6.99,20234000
14292,508064,BCA Finance,132600000,258120000,24,3.60,11529000
14293,508065,Adira Finance,118200000,323469000,24,4.39,14661000
14294,508066,BFI Finance,59700000,116568000,12,4.90,10189000
14295,508067,BCA Finance,81900000,187719000,12,4.68,16375000
14296,508068,Mandiri Tunas Finance,85800000,317463000,60,5.93,6859000
14297,508069,Maybank Finance,94800000,313680000,12,7.01,27972000
14298,508070,Maybank Finance,68000000,192961000,60,7.71,4455000
14299,508071,BFI Finance,180900000,666696000,48,7.41,18006000
14300,508072,BCA Finance,232200000,646476000,24,5.27,29775000
14301,508074,Adira Finance,64300000,192554000,12,8.67,17437000
14302,508075,BFI Finance,83200000,306743000,36,8.43,10675000
14303,508076,Astra Credit,140800000,516209000,60,7.43,11799000
14304,508077,Adira Finance,253800000,726774000,24,8.11,35194000
14305,508078,FIFGROUP,140800000,316853000,60,4.12,6368000
14306,508079,Maybank Finance,104500000,286886000,60,3.51,5620000
14307,508080,FIFGROUP,52300000,170477000,12,8.72,15445000
14308,508083,FIFGROUP,78700000,248195000,24,9.33,12271000
14309,508084,FIFGROUP,70200000,200862000,24,6.16,9400000
14310,508085,Adira Finance,74200000,222836000,24,8.86,10930000
14311,508086,FIFGROUP,190500000,594270000,36,6.45,19701000
14312,508088,BCA Finance,223200000,584769000,60,7.26,13284000
14313,508089,Maybank Finance,227300000,592546000,24,7.36,28323000
14314,508092,Mandiri Tunas Finance,108500000,204631000,12,8.42,18488000
14315,508093,BFI Finance,85900000,241328000,48,6.15,6264000
14316,508097,BCA Finance,172800000,559356000,48,6.01,14454000
14317,508098,BFI Finance,49400000,141409000,24,7.88,6820000
14318,508099,FIFGROUP,220300000,481886000,48,7.53,13063000
14319,508100,BFI Finance,104700000,248280000,48,6.24,6463000
14320,508101,BFI Finance,256400000,561559000,24,4.29,25405000
14321,508102,Maybank Finance,132700000,497336000,36,7.15,16778000
14322,508103,FIFGROUP,151600000,310826000,60,5.97,6726000
14323,508104,Adira Finance,48700000,150434000,12,6.99,13412000
14324,508105,Mandiri Tunas Finance,365900000,811477000,12,4.32,70544000
14325,508106,BFI Finance,233500000,493106000,48,7.11,13194000
14326,508107,BCA Finance,129000000,334980000,60,5.41,7093000
14327,508108,Adira Finance,73400000,242173000,48,6.55,6367000
14328,508110,Mandiri Tunas Finance,137600000,339811000,24,7.85,16381000
14329,508113,BCA Finance,59400000,148947000,12,5.89,13143000
14330,508114,BFI Finance,223300000,511631000,24,4.08,23057000
14331,508115,FIFGROUP,114400000,282092000,24,3.63,12607000
14332,508116,Astra Credit,121100000,274837000,60,8.36,6495000
14333,508117,FIFGROUP,135600000,314505000,24,4.73,14344000
14334,508118,Maybank Finance,211400000,586801000,60,5.53,12484000
14335,508119,Adira Finance,232700000,435631000,48,6.66,11493000
14336,508120,Maybank Finance,221100000,582873000,36,4.98,18609000
14337,508121,Mandiri Tunas Finance,108100000,305708000,60,5.58,6516000
14338,508123,Maybank Finance,89800000,218669000,36,9.09,7730000
14339,508127,Maybank Finance,134200000,355310000,24,8.58,17345000
14340,508128,Maybank Finance,89000000,221134000,24,5.96,10312000
14341,508129,Maybank Finance,120700000,396893000,36,4.47,12503000
14342,508130,Astra Credit,73800000,251985000,48,7.10,6740000
14343,508131,Adira Finance,62300000,128620000,24,6.31,6035000
14344,508134,BFI Finance,60200000,234949000,12,5.32,20620000
14345,508137,BFI Finance,104900000,201460000,12,4.19,17491000
14346,508138,BCA Finance,67200000,256143000,48,7.54,6945000
14347,508140,BCA Finance,109500000,301311000,24,6.13,14093000
